"uniqueID","siteID","SiteNo"
8281914,1845584,14
5112749,9010764,7
9109450,2009013,16
5628189,2916827,6
5628189,3890132,28
5628189,8578720,20
2071406,5231210,25
2071406,9653655,14
2071406,2508110,16
2071406,5220028,23
2071406,5461056,19
2071406,9499733,12
2071406,4388129,4
2071406,4404665,15
1587447,8839963,17
9363646,1146796,2
9363646,2260573,7
9363646,5556128,24
9363646,5487911,1
9363646,8362515,23
7218038,7248567,6
7218038,4671340,24
1245233,9011718,5
1245233,7715192,15
2163705,2929759,21
6317487,7579470,15
6317487,8949073,6
5210613,2489904,13
5210613,3366544,21
8763227,8812011,24
8763227,9660176,16
8763227,9975117,11
2868886,5065118,28
2868886,5357023,30
3481857,6385928,29
5682721,8546818,2
2721366,9203611,30
2721366,3572990,23
2721366,5043551,14
7916843,4399977,18
7916843,8597399,30
7916843,4469501,29
7916843,5661503,8
7916843,3722291,5
2728298,6859517,10
2728298,1341550,19
8329668,2104541,26
8329668,9160678,3
8329668,8147605,29
8329668,1472636,11
8329668,8771817,12
8329668,3582062,21
8329668,1362659,14
8329668,7734795,20
8329668,4793763,30
2222977,4138892,11
2222977,5784610,24
2222977,2447545,25
2222977,3998958,19
2222977,5977609,21
2222977,9450940,2
2222977,4844446,30
1925450,5507451,29
8271109,9416017,18
5793730,1213062,20
5281601,8547786,30
7335284,9466933,16
2919790,4929067,22
9180540,5453318,29
9180540,2894036,23
9180540,6957641,26
6991448,1692648,10
6991448,9541830,6
6991448,2208998,16
3066781,3702274,3
3339224,7758263,12
3339224,5976527,22
3339224,7739879,29
3659373,5794072,16
2141914,4929609,30
9162345,9788507,24
3423070,9489616,23
3423070,5509908,17
3423070,9653749,16
3423070,8437662,6
3423070,1083929,11
3423070,9189019,27
3423070,7254153,12
3423070,9551340,7
3016034,5730673,22
5049433,1271619,14
5049433,7119425,8
5049433,8477669,13
5049433,7813946,20
5049433,2512009,12
5049433,5204516,2
5049433,1338274,15
5049433,2077015,9
5049433,5431796,24
5049433,7712386,21
5049433,7129803,7
5049433,9111066,27
5049433,4217840,18
2737205,6470023,16
2737205,2344342,3
2737205,6565236,2
2737205,5344231,26
2737205,4522287,21
1546561,3255823,30
3961636,7584989,16
3961636,8398075,27
6901067,6880351,25
1891933,2367509,25
1891933,3870209,21
2013093,5153484,9
7529515,1522112,30
7529515,3596745,21
7529515,4470118,19
7529515,5199389,1
7529515,4755608,4
5248731,2827279,19
5248731,5042791,27
5248731,4130874,3
5248731,7385430,21
3120718,1662061,20
3120718,5229752,7
3985216,9425340,13
3600370,4402248,18
3600370,6558234,30
3600370,1665873,16
7614709,8437644,12
7614709,8099254,10
7614709,4152744,16
1887118,7453899,14
2636927,6505373,20
2636927,1597949,7
2636927,5846234,25
2636927,8688588,5
2636927,9419101,12
2636927,4822588,11
2636927,6707911,21
2597904,8806910,27
2597904,5397379,12
2597904,4569035,15
2597904,3242927,7
2597904,1234851,9
2597904,4235661,3
3021283,2894173,8
3021283,5752226,24
3021283,7623040,6
2580266,3218547,29
2580266,9784641,3
7190274,3693060,25
7190274,6626121,9
7190274,8944587,20
7190274,9231098,14
8199590,8273131,23
8199590,3409776,4
8199590,4062872,26
8199590,5828797,11
8199590,7399435,10
8199590,1084872,28
8199590,2867944,8
8199590,3143937,6
8556942,1168786,19
8556942,1298931,22
8556942,5708737,28
8556942,4919091,16
8556942,3715638,1
8556942,6678865,4
8556942,8049901,11
8556942,2521023,15
8556942,6303589,26
8556942,8081113,17
8116490,3985383,22
8116490,5866370,16
6605774,9464724,17
6605774,2294534,22
6605774,1257253,11
6605774,1550359,3
6605774,1922119,20
6605774,4885160,15
6605774,6059140,13
6605774,5561673,12
9529396,9328635,16
9529396,3814479,28
9529396,4695218,24
9529396,8907891,29
9529396,7257829,11
7112350,3338863,10
7112350,3042628,19
7112350,8403358,26
7112350,6932328,16
7112350,5364784,2
7112350,2420417,1
9039477,9982492,28
9039477,2093685,18
9039477,3947443,27
9039477,1471070,25
3455710,4198146,12
3455710,2735961,25
1298044,9201077,10
7442970,1371341,4
1503208,5308753,10
5649512,4074368,24
5649512,6994855,4
5649512,7386750,14
7085874,5526195,2
6764838,2608463,9
6479735,4128703,10
6479735,7360007,14
6479735,1362181,4
6479735,9252085,23
6479735,6018481,20
6479735,2344708,7
6840354,8347106,14
8550871,2782277,6
8550871,7710995,5
8767867,8918893,15
5700195,4810669,9
5700195,4794521,24
9656935,6048493,15
7880934,8151045,30
9212598,8945975,4
5736408,4151439,29
8149145,8398031,3
8149145,3294517,25
4633958,3956237,19
4633958,1133814,6
9227188,7949576,5
9227188,2679061,27
8291054,3556694,6
4253519,9833243,18
8219691,8417199,16
8219691,7375720,20
8219691,2772305,23
8219691,3854935,25
8219691,7582743,10
8219691,5844694,19
8219691,9058111,28
8219691,8266222,15
8219691,3341261,4
8219691,6484226,18
7578029,9518009,22
8064849,4906899,26
4992026,8250583,4
7004389,6958885,16
8260779,9106378,16
6012173,4882272,9
6012173,2188385,5
1978765,3884956,9
1978765,9277519,8
1978765,9108151,7
4372150,2027273,8
4372150,3561166,14
4372150,9795327,26
9485279,3039376,18
9485279,1189680,22
9485279,8544795,11
2784106,2655665,30
7269353,9494833,13
6662027,3252401,1
6662027,4089346,18
6662027,2004057,22
2491012,1209156,1
4948128,4725943,25
4948128,2028703,6
6954718,9687422,15
7358369,6288986,16
7358369,8484261,3
2840001,4457431,8
5553786,8505387,25
8738837,4870587,5
8738837,2342592,3
8738837,4441465,19
5325347,6161894,10
2616235,2596219,4
2616235,2123899,25
2616235,4042965,20
2616235,1911656,23
2616235,5698627,8
2616235,6933222,22
3941442,5713312,2
3941442,8977882,10
7606533,3889545,5
5921948,6135451,26
9998380,7536010,10
5926178,7143474,21
5926178,7483532,20
5926178,4399241,13
5926178,9807307,16
5926178,3871475,11
5926178,2486548,10
5926178,4874661,8
5926178,4884261,15
5139578,3653545,13
5139578,1161328,10
2658524,3552468,17
4202206,1135548,1
4202206,3009014,4
8562159,4759909,30
8562159,4994543,11
8562159,6593943,16
1238116,1935381,19
1238116,5847440,22
1238116,1765405,23
1238116,6022933,21
1238116,7447330,28
1238116,4080953,29
1238116,5514856,24
1238116,9591880,14
9531825,9552800,29
9676719,8361812,30
2353548,8659546,3
8917171,2488491,26
3949852,6523846,25
3949852,9210233,8
1157589,9286830,10
1157589,6882261,1
9208888,9040267,12
9208888,4315971,19
8140030,6226908,18
9809356,1936204,3
9809356,9193879,30
7260750,6260283,14
2213358,7517866,30
1600570,8518930,6
3048039,3336038,8
6968027,1422824,27
4727870,5421245,6
9741251,6976508,28
9741251,1418816,26
9741251,8105312,13
9741251,5735504,20
9741251,4100275,12
9741251,2585288,10
9741251,9545866,7
7374816,3708972,16
7374816,6276058,6
7374816,4097263,23
1217016,7302199,16
1217016,8390417,5
7542542,9527049,3
4655604,2749014,6
1652138,9029583,28
1652138,4782768,8
4330466,7399470,17
8502124,7002337,8
7266393,9881190,7
4279222,6008187,13
4279222,7436615,10
4279222,3752337,7
4279222,4898847,30
2387793,6942688,26
2387793,7799154,17
2387793,3517965,19
2387793,8741309,14
2264769,5452701,13
2264769,5356037,25
2264769,6180130,10
5995216,8684811,13
5995216,8470689,18
4967996,7262640,27
4967996,9765079,15
4967996,8715689,26
4967996,2445315,13
1983383,2286344,16
1983383,4891022,29
4184552,9263792,19
4184552,6203321,14
4184552,5564241,5
4184552,2235130,2
4184552,3657107,20
4184552,9062831,24
4184552,9149663,17
9998232,8852259,16
9998232,5954775,19
9998232,5380105,3
9998232,7142165,11
9998232,2861866,25
9998232,6500181,20
9998232,7024619,28
9998232,8818447,4
3296862,5595727,3
1474669,7712630,28
1474669,2508848,18
1474669,6138299,17
7976749,3619367,22
7976749,8202889,3
1446796,2202128,29
1446796,6664654,22
1446796,3030595,4
1514125,5841284,5
1514125,5219246,3
1514125,3742331,11
1514125,6690788,19
1973502,4279489,28
1973502,4162407,10
4738586,3257394,27
4738586,4510450,24
1882319,6627235,9
7865764,1929841,20
9532414,4238224,28
5951188,2352432,12
4590845,4576934,27
4590845,6662582,3
4590845,3791214,30
4590845,8916417,20
4590845,4036992,26
4590845,4169412,29
4590845,2079903,17
4590845,2675472,11
4590845,6191308,23
4590845,5439556,12
1784538,3723218,3
1784538,4364200,15
1784538,4756978,4
1037278,2276870,13
2599835,2805016,15
2599835,5037108,25
7788644,1902161,7
7788644,5814815,12
7788644,3518919,8
7788644,8787825,4
7788644,5827678,6
9909929,9363914,10
9909929,4351763,17
9102185,7664981,18
5667712,8318708,13
5667712,3284201,29
5667712,4538465,27
2678491,9979959,29
2678491,3533321,15
2678491,4376193,17
2678491,6116439,12
5368996,4734095,20
5368996,9515208,29
5368996,7283768,13
5368996,9876835,4
3500751,1966726,16
5250292,2328246,4
5250292,1956499,14
1917643,6139445,12
9731693,1852501,29
6167354,4160648,23
6167354,5159570,6
6167354,3772635,16
6167354,8806729,4
3190413,4581919,2
2569659,1952756,11
2569659,5917759,20
2637487,8323777,8
2637487,8586065,24
2637487,7774602,14
2637487,4391164,11
2637487,4720352,25
2637487,3190982,15
2637487,6554728,7
2637487,6605734,3
2637487,1334763,10
1868655,2810043,21
8812064,5006796,27
8812064,3183559,26
8812064,7376267,20
8812064,9168459,9
8812064,1148797,11
5453432,2976959,15
3615925,5665893,13
5993110,8809591,28
5993110,7946046,2
5993110,8877663,8
5993110,7856256,17
5993110,2326990,11
5993110,8179102,23
5993110,3359427,3
6436057,7612448,24
6436057,6096224,19
5009324,9284415,23
9298375,8846634,2
9298375,6870446,30
9298375,1099504,26
4636922,6736302,19
4636922,5955539,2
4636922,5038730,4
4636922,3190935,15
4636922,4606147,26
9709292,6476719,3
1703266,7285322,30
9429045,4970131,30
9408393,7794632,2
9408393,5000301,12
9408393,3036918,3
9408393,6456483,9
9408393,5586270,8
9408393,2295769,15
9408393,9028925,1
9408393,7458271,17
9408393,7573971,21
9408393,5813214,11
6442230,5422171,12
6442230,3555396,7
6843949,9689675,29
6843949,2767789,26
6843949,6015298,24
6843949,3569634,18
6843949,8384249,17
6843949,3014201,8
6843949,1854284,21
6843949,3122405,12
3067334,7762384,6
7550732,7608008,1
7550732,8422200,5
7550732,5003798,7
7550732,9213445,21
9819932,5274771,20
1689755,1931687,18
1689755,7443417,22
1689755,3288376,19
1689755,4239483,24
1689755,3864240,16
1689755,1481709,5
1689755,6737022,13
1689755,2869703,21
1689755,2016382,3
1511463,6962541,4
1989779,2818131,18
1989779,1574508,17
4892927,5675141,21
4892927,6080217,29
4892927,7518642,22
4892927,1243197,10
3096232,2009779,22
3096232,7217112,11
3096232,3492045,1
1465824,3281042,10
5676893,2381290,22
5676893,8167907,4
5676893,1057862,9
5676893,7795848,10
6593135,1520984,24
6593135,3791424,10
6593135,4509154,5
6593135,6697637,22
6593135,8745887,8
6593135,7615402,19
6593135,8479710,30
6593135,4444222,13
2682417,1196522,19
2682417,9413240,12
2682417,9355201,3
2682417,7382092,16
2682417,8038726,15
2682417,5167624,4
2682417,7762614,18
8126070,6955080,28
8126070,8069107,21
8126070,2961361,24
8126070,6026218,27
8126070,1021851,7
9823680,7070907,27
9823680,1683997,17
9823680,3395067,1
6834268,8707147,16
6834268,2254174,19
4312727,4277873,30
4312727,4594439,8
4312727,8124839,3
7415180,2043533,6
7570411,3143762,7
8862621,9553817,22
8862621,5361054,18
8862621,8717305,5
8669527,6078920,18
7706456,4606678,18
9807594,4212491,11
9807594,9344777,22
6814064,9806530,19
2981376,8627226,10
2981376,8309579,5
2981376,7398932,12
2981376,8177312,19
2981376,8439155,22
2981376,6079211,15
4636934,1348948,19
8642676,4479457,9
8642676,9830074,13
8642676,9233506,17
8642676,9737292,19
8642676,7687061,7
8642676,6580062,12
6848462,7949313,16
6848462,1122090,15
8051573,6236828,2
8051573,2330808,12
8051573,6809116,6
8051573,1914694,3
8051573,1385954,11
8051573,2912732,9
8051573,2830272,4
8051573,2289022,20
8051573,8025551,23
9203795,3268175,22
9203795,4071767,8
9203795,3465851,7
8513620,4267679,9
8700267,2225969,9
8700267,2129652,3
8700267,7001041,20
1308235,5318910,17
1308235,7753372,2
1308235,5190694,13
8987212,8412885,4
7804204,2079119,26
5380309,9923102,9
4766937,9230638,30
4766937,4008929,2
4766937,8810058,5
4766937,6951563,1
4766937,5876765,8
7913483,3059097,7
4778997,2595787,19
2285040,1297601,25
2285040,4382395,7
1179095,8602052,25
1179095,2582485,30
1179095,2957589,18
5235914,4461095,14
5235914,4405997,24
5235914,7361419,27
2401777,6523906,3
2401777,3287377,8
1069279,5413592,24
2042826,5059910,26
6559120,8181894,1
6559120,2200607,10
6559120,3450411,28
6375082,5913351,13
9610889,3955726,12
7100478,6483803,10
7100478,7360986,16
7100478,1203808,9
1409237,7549866,6
1409237,1846549,3
2866845,3685961,21
2866845,6915843,7
2866845,6256387,20
3578143,6340216,18
3578143,8874419,13
1848252,2003207,30
6142548,8128559,12
6142548,2019476,1
5136296,4815740,5
8220806,8490323,20
8692358,5199258,13
7781423,6124883,1
1668107,5165349,9
1668107,5438950,10
1668107,5439402,6
1668107,5993466,5
1668107,6571951,8
1668107,8392490,16
1668107,8590550,2
1668107,8635297,19
3418740,9601943,29
3418740,3686006,1
3418740,2585492,13
3418740,4067334,3
3418740,3607615,6
3418740,4341388,24
3418740,6034088,4
3418740,5435025,17
1383364,9863726,30
3156955,9152609,8
1915378,8662258,9
7233083,6994623,22
7233083,4187787,24
7233083,2040552,3
7233083,8479978,6
7233083,7411025,18
7233083,6759652,14
7233083,2738528,25
7233083,8375323,17
7233083,1608807,28
7233083,9442046,19
9966616,7754843,1
7395293,4026151,25
7395293,7295761,6
1179562,9840683,12
1179562,5748872,20
2594679,3119311,20
3826468,3986857,16
3826468,6339871,9
3826468,1391738,29
3826468,9861967,23
3826468,9424981,3
3826468,5151718,19
9701902,3915093,16
9701902,6105509,4
4009270,6412766,29
4009270,4842694,16
7026852,9318030,27
7026852,9451675,14
7026852,8422586,24
5743337,7245165,2
4088022,1865850,5
3629788,7707506,7
5213975,2149155,16
5213975,3075969,7
1484794,3181627,9
8035518,8835638,4
8398460,8068108,13
8398460,1286130,17
9072497,8282779,13
7401549,8916632,27
5899481,4293672,1
2072826,9765842,5
2072826,7820059,3
2072826,2665473,23
2072826,6918266,29
2072826,3890430,25
2072826,3899189,16
9656285,4268384,16
7763411,6671175,3
1867748,8666866,19
1867748,7114236,22
9564753,4983034,19
9564753,5354417,3
7558299,1765018,13
9921821,1521971,15
9921821,4896182,24
9921821,5747823,19
3781798,3233320,17
3781798,8041919,10
3781798,4328285,6
3841859,7880465,1
1995738,6851290,12
1995738,7741137,26
1995738,7065266,11
1995738,6696440,6
1995738,2433430,1
1995738,7075009,21
1995738,8349407,29
1995738,1580418,14
1995738,5536456,18
1995738,2419554,5
1995738,9631247,10
1995738,2137975,15
1995738,8650966,19
2054108,2493681,28
5564628,3566711,9
6547873,2033256,27
9673050,4394225,23
3856806,4630498,7
9841054,2396817,29
1703556,6451610,21
1541917,6695943,27
8817225,2544920,2
9122824,3192308,27
9122824,5454488,2
7739507,8766929,26
4366643,3832795,19
1174393,6856544,30
1174393,9256120,24
1174393,1138196,19
3333044,6684901,27
4179653,5975915,1
4179653,5820714,9
4179653,2203324,30
4179653,9593421,8
4179653,5530044,15
4179653,4580788,2
4179653,2117746,13
4179653,7067430,29
4179653,6286086,14
4179653,3793822,19
4179653,2698067,16
4179653,7635175,23
4008393,3911730,11
5070631,6272808,22
5070631,8551748,3
5070631,6189987,9
5070631,8151560,6
5070631,7164836,5
5070631,3499659,7
5070631,5197309,4
3054952,2465602,25
3054952,7649433,14
3054952,7615941,1
9276847,7279608,18
6118125,7454311,2
6515007,9635463,15
1592276,1869388,20
5245895,4545570,23
5280953,2043014,27
5280953,4880967,8
5280953,2213358,16
6712678,1564765,24
3567547,9828281,26
3567547,3934360,6
3567547,2992618,28
3527655,4352111,5
3527655,4833369,19
3527655,2502599,12
3527655,8320404,23
3527655,5110623,7
3527655,6115497,30
3527655,3393196,11
3527655,8763758,10
3527655,9639415,16
4549264,7892223,27
7215729,3713915,18
7215729,2535411,10
7744249,8205296,19
2464097,4425751,14
7403221,4581326,3
1984007,4226812,27
1984007,4032714,21
7402882,1165345,15
7402882,7978770,25
5611291,4428076,24
5611291,9789034,17
5611291,8284782,4
9698158,7740731,24
8705128,5171411,25
2669460,1160958,9
7681791,5166861,14
4096547,9323063,22
4046336,1490839,5
5102347,6241152,11
8072521,7136980,30
8072521,6896619,20
8072521,2521215,8
8072521,9649767,9
8072521,6884050,18
8072521,8799935,25
5352266,7483529,30
5494008,6009474,22
5494008,4196652,16
5767433,7121091,24
5767433,7096344,1
5767433,9231058,18
8946613,5672235,29
8946613,6685216,24
8137084,6964923,30
7034987,5196039,23
7034987,9363659,14
7200100,6520931,13
1220275,1585417,27
1220275,5851792,4
1220275,1043258,26
6420138,9053133,27
6398371,6250829,5
8991770,8797809,15
2475384,1591945,24
4722563,9927542,27
7880853,4386212,3
7880853,5034158,15
7880853,7435474,9
7880853,5980882,23
2412128,2994149,25
2412128,3326927,12
6471931,5006230,29
5711462,8769529,11
9133041,3738737,3
2690110,7613497,7
6849808,4169361,7
1820283,5791322,5
1820283,2988602,15
1820283,6362027,8
1820283,1556784,29
1820283,6395808,27
4358167,4779076,16
4358167,6055131,29
4358167,9260721,13
4358167,9448538,6
4358167,9042417,28
7260300,8183116,19
7278397,9015094,25
4369920,9715607,15
4369920,8896040,6
6097631,2145564,28
4015488,3895339,8
4015488,6220319,17
5274276,1017535,27
5274276,2994687,18
5274276,3030616,16
5274276,9505881,30
5274276,5377539,7
5274276,9783126,14
5274276,4131697,20
1308255,8548038,15
1308255,6089321,6
1642727,2875778,8
4781861,5984442,24
3726491,9641465,3
1749347,2324528,29
1749347,8008008,16
6474088,9709364,26
8553415,2176846,13
7529313,5845159,20
4569199,6447374,25
4569199,8197663,8
5318773,2888345,22
4850180,2653589,30
4850180,4660979,7
4850180,8814074,28
5378218,1231890,25
5378218,5518075,6
5378218,1720762,9
5378218,1385732,5
5378218,3437522,23
5216143,3186691,16
2951912,6909997,16
8810105,6122888,25
8810105,1852165,19
3190398,4581563,25
3190398,9447063,20
3190398,2991427,15
3190398,8127247,9
3190398,8126391,3
3190398,6207006,7
5377552,3414796,15
5377552,4668964,9
5377552,8910748,3
5377552,9021419,19
5377552,1554588,27
5377552,1422734,24
5377552,4733721,13
5377552,4935561,11
5377552,3677325,5
5377552,2904656,4
5202629,9204718,7
5202629,3210250,1
4829472,4741684,10
5883190,2023159,2
5883190,7103266,21
1519043,1058711,23
1519043,5920762,14
1519043,6007197,6
1519043,2892068,28
1519043,8553419,9
1519043,8679900,29
1519043,3835000,22
1519043,5522430,21
1519043,1536660,19
1519043,5137960,16
1519043,3400474,3
5283644,3670558,6
5283644,1076949,22
5283644,2161885,7
5283644,3711795,3
5283644,5261614,24
5283644,1543259,16
8255930,7925264,30
2115663,3080313,10
7706250,4076220,7
1461405,8258780,3
4805462,5498821,6
4805462,9513296,2
4805462,9914728,3
4805462,9643081,24
4805462,4101696,28
4805462,7138005,16
4805462,7014433,11
4805462,2559279,29
4805462,2137678,13
4805462,8902394,9
4805462,6713856,14
4805462,6980921,22
7785575,7314320,22
3650578,7858024,16
3650578,7540594,29
3650578,1656562,26
1792979,4139726,20
9399267,4490527,15
9399267,7405949,29
9399267,1793720,10
9399267,2871405,4
9399267,8626197,22
9399267,2234072,21
9399267,5873066,23
9399267,3280134,16
9399267,9940514,26
9399267,8882217,7
9399267,2650769,11
9696404,3126570,7
1582629,2286737,10
1582629,8508550,30
3076776,7336124,22
7721576,8589809,11
7721576,7722890,12
2301974,7107952,8
8189828,7574078,22
1452911,6115302,19
6351922,5721932,30
6351922,8120093,27
6351922,1208368,10
6351922,1053743,7
6351922,1937383,18
6351922,3562240,14
3883216,5889106,21
3883216,7944353,9
5301877,1414288,4
9446420,5031660,18
9446420,2069643,4
3859279,9161127,20
8921724,4539767,14
8921724,7525811,30
2894267,6257875,6
2894267,1076408,19
2894267,5083892,11
2011217,5961917,5
8361130,4301486,16
8361130,3341264,7
8361130,9317055,8
8361130,1516934,29
8361130,3222550,21
8361130,9845183,1
8361130,1273650,5
8361130,5115804,19
8361130,6124004,6
2250344,6143517,2
1009206,5405967,7
1009206,8375805,8
6763898,5227476,19
4022652,7869539,26
4022652,1788209,28
4022652,5708734,10
4022652,9994826,22
4022652,2247403,5
4022652,5526207,17
8576932,7655032,11
8159882,6149910,19
8159882,2592140,16
2290045,8839159,23
2412247,6832019,13
4851243,4427444,28
1994852,4009768,29
1994852,3908064,22
1994852,2084439,9
1994852,6927528,23
1994852,2604534,12
1994852,4958557,8
1994852,4530952,20
9420819,8078892,13
9420819,2939255,9
5910124,6092334,24
4353299,9620494,25
6100230,6661433,20
6467163,4156050,4
7347829,8960810,13
4145439,7354288,7
4145439,3818753,21
9915675,6881402,15
9915675,8341968,9
9915675,2818040,7
9915675,8196443,10
9915675,5481764,18
9915675,5374980,22
9915182,4661440,27
2828226,8400989,10
2828226,2357419,30
5143503,4155331,18
5143503,7490502,1
5143503,1689677,12
5143503,7434834,27
5143503,5021187,8
5143503,3834448,11
5143503,7146186,14
5143503,3433972,10
8884164,8010881,27
8884164,2518241,1
8884164,5306374,16
8884164,2956681,28
8884164,7253586,30
8884164,7694871,29
8884164,8405038,12
3068768,7603308,8
3068768,2306598,12
3068768,6453528,25
3068768,7614839,10
3068768,7176659,11
3068768,6771857,16
3068768,8184283,13
3068768,4160325,18
3068768,8029149,26
3068768,5153636,24
6937221,6895459,1
9897895,9096184,2
9897895,4774450,13
9897895,1093393,21
7929120,2248646,17
5990691,9006473,11
6776227,3826364,19
6776227,2612781,16
7769377,7724788,23
7769377,8526320,11
1888687,3504817,15
1888687,1108505,14
1888687,9466603,12
1888687,9502768,19
1888687,5853580,21
1888687,1688711,16
1888687,1657331,22
2078037,3673198,19
8952494,8239773,13
1604557,1877544,30
1604557,9498343,10
1604557,8498599,8
1604557,9289488,11
1604557,2162366,19
1604557,1247928,6
1604557,6834423,26
1604557,3441067,7
6304914,2586163,17
4729476,1452841,11
1440209,5976406,16
1440209,2323780,29
1440209,4160367,13
1440209,5405907,27
1440209,1470680,18
1440209,1474928,23
1440209,6884931,26
6020408,7470024,3
6020408,9534930,23
6020408,5623631,1
6020408,4342249,19
6020408,4218293,30
6020408,4340242,10
6020408,1161167,9
6990975,3953413,12
7149605,5346465,1
3257635,4561052,26
3257635,9648585,16
3257635,6109547,1
1075502,8671967,30
5409053,1705459,1
5409053,7973480,5
8258343,2496571,11
4924114,8482756,5
4841938,5896713,15
6622945,7627712,22
3077128,4554749,4
4555198,9805153,7
4555198,9504190,30
1281987,5055102,19
1092558,3906647,29
3000461,2726405,26
3000461,5053121,7
9406320,3055383,27
9406320,4942036,9
9370196,5473215,28
9370196,2294266,9
9370196,2146083,3
9370196,5300881,2
9954532,1948977,17
9954532,5271097,8
9954532,5565267,10
9954532,4824266,11
9954532,4628069,28
9954532,3756275,20
9954532,6069906,21
9954532,8545472,7
9954532,8106067,5
9954532,7181299,19
3315637,5972691,3
3315637,6393019,30
3315637,3996014,6
3587937,5065234,5
3587937,5670781,23
3587937,2910721,12
3587937,2502298,24
3587937,6161455,11
3587937,3597995,14
3587937,6775304,20
3587937,2799142,27
4286751,8783026,19
4717886,6222390,16
1573522,7927833,15
1573522,8582014,27
1573522,7350622,12
9831590,4055448,2
6220265,1055596,19
9479202,1059832,3
9479202,4158900,8
9479202,5441333,18
2264237,1422399,20
4382374,9871077,24
4382374,2617575,22
6844635,3454928,12
4806613,5189410,1
3518407,2213291,23
3518407,6844052,1
3518407,6332111,3
3518407,2378705,18
3518407,7971237,20
2916882,9341001,24
2916882,1574806,22
2916882,1036836,2
2916882,9701381,19
2916882,6295860,13
2916882,9323550,27
2916882,9481088,9
1740403,5814119,14
1525951,2843465,24
8957233,8957855,9
2309212,9238518,4
2248533,7587010,12
2248533,9646341,4
9256208,2275715,27
6949629,6173249,30
4595149,8795130,22
4595149,4852584,17
4595149,7025579,26
4595149,3119883,1
4595149,1578972,28
4595149,3327280,30
4595149,2724980,24
4595149,1839898,29
4595149,8406666,13
4595149,1099821,7
4595149,6678986,8
4595149,7893255,27
3758953,3802663,30
3758953,4843564,8
3758953,1419736,21
4172106,5879716,5
2136873,4469504,4
1315200,5454524,9
1315200,1099751,29
8576112,4903995,11
2084354,7803853,10
6885349,7686426,5
8354598,1061157,11
8354598,9232500,2
3652834,8053034,26
3652834,7157353,4
3652834,4994919,30
1755983,2298613,17
1755983,2317408,8
1755983,3361283,2
1755983,1228289,23
1755983,8560461,25
1755983,2555488,18
4691371,2746907,28
4691371,7923329,15
4691371,9845113,18
2978735,2492023,4
9989262,3721497,30
9989262,7092851,7
3460257,2675456,27
3460257,3618741,28
3460257,4317631,11
3460257,3264077,22
3460257,9529816,16
3460257,5025936,2
3460257,6524760,1
3460257,1367146,30
3460257,3234505,13
3460257,8807823,29
3460257,2308358,7
3460257,6266565,23
3460257,3471915,19
6535265,9294739,24
6535265,2011340,21
6535265,2544028,13
6535265,5626496,5
6535265,6841519,4
6535265,5455372,25
2704897,3819204,12
4726415,7080440,13
4726415,4838058,16
8751204,5218637,1
8751204,7853213,28
8751204,9744721,12
8751204,5293301,5
8751204,1439305,20
8751204,1823262,13
8751204,1929069,17
9255124,6077445,6
9255124,9896162,20
9255124,3895607,23
9255124,4286149,2
9255124,1024223,17
9255124,9451342,7
9255124,4585575,9
6584969,8262887,24
6584969,4598789,29
4470271,1525507,13
4470271,7832839,22
3507257,5942245,27
9868968,9697011,11
2201546,6099304,6
2201546,7304056,28
4428835,8885800,9
4428835,8186344,15
6961471,4457373,12
6961471,2010572,5
3214694,7262895,17
3808383,3014724,12
8573450,6566999,20
3520662,4315439,18
3520662,6899707,19
3520662,2937561,3
3520662,5409678,15
3520662,9394524,14
3520662,7958230,1
8477612,8075350,18
1159042,4017892,18
1159042,7491126,16
1159042,7168922,19
5499277,6949826,12
5499277,9669986,28
5499277,6378998,9
2388673,6116950,16
2388673,3790110,30
2388673,4932827,14
3458206,2850136,13
4044345,8717783,16
9910945,9793212,13
5340009,5936093,21
5340009,2805639,18
5340009,6802449,1
5340009,1732235,17
5340009,2775806,2
1630863,7546887,2
1630863,8076598,20
1847643,5626934,12
3938787,9607657,27
6255660,8743371,29
6255660,7432131,4
6255660,6371506,27
6255660,8356663,2
6255660,5312040,7
8064644,8875665,25
8064644,1935429,10
2367408,5501291,6
2367408,7152948,12
4422674,3665923,8
8948855,6677200,11
8948855,2192186,25
8948855,8203008,12
6199828,8724886,12
6199828,4365075,29
3348956,9778962,4
3348956,9347211,26
3348956,8380949,14
3348956,6543034,28
3348956,9198342,20
3348956,2957213,16
3348956,8916235,21
3348956,2277379,7
3348956,3894768,1
3348956,2143790,19
3348956,4534740,8
3348956,1740731,5
3226235,9310150,23
3809114,8157332,3
3809114,5305071,4
3809114,6120847,10
4063210,3859956,29
6683039,4219387,18
7908467,1858708,5
7908467,8411570,21
7908467,8083566,20
7908467,6459613,15
2485546,3617666,22
2485546,1519664,14
2485546,3610222,25
2485546,8482076,28
2485546,5169974,1
2485546,4736277,13
2485546,4494108,23
2485546,1218853,24
6060169,5229420,30
6060169,5343634,2
7279377,8282575,7
7279377,9984438,6
4916259,3108041,8
4916259,2914963,18
6413533,3578928,27
1750663,3113541,29
1750663,1850886,10
1750663,6005222,21
1750663,6858986,19
1750663,8135192,6
1750663,2230182,27
1750663,5608751,13
1750663,2556122,15
1750663,7536554,9
1750663,8647934,22
1750663,9634247,16
1750663,6256961,7
1750663,4662175,17
7777765,2347701,4
7777765,5505238,12
9553270,1941528,4
8903322,2619728,14
